Volatility_Pct,Vega,Call_Price
10.0,461.819827520647,57.76256733424634
10.404040404040405,462.34375367330347,59.629585438834056
10.808080808080808,462.80993239344485,61.498600776755666
11.212121212121213,463.2264285624511,63.36939682857428
11.616161616161616,463.5999456947966,65.2417868085563
12.02020202020202,463.9360921955941,67.1156087248014
12.424242424242426,464.2395888871001,68.99072139088639
12.828282828282827,464.5144321328185,70.86700118219642
13.232323232323234,464.7640230778111,72.7443393798676
13.636363636363635,464.99127080540666,74.62263998196113
14.040404040404042,465.19867524975814,76.50181788882765
14.444444444444446,465.3883942749655,78.38179739020688
14.84848484848485,465.5622982803786,80.26251089716516
15.252525252525254,465.72201491139293,82.14389787390746
15.656565656565657,465.8689658708221,84.02590393369837
16.060606060606062,466.004397384969,85.9084800702276
16.464646464646464,466.1294055431418,87.79158200136044
16.86868686868687,466.24495747243884,89.67516960655803
17.272727272727273,466.35190911145264,91.55920644276375
17.67676767676768,466.4510201926784,93.44365932627215
18.08080808080808,466.5429669232169,95.3284979703385
18.484848484848488,466.62835275890086,97.21369467005434
18.88888888888889,466.7077175923231,99.09922402744769
19.292929292929294,466.7815456159342,100.98506271095903
19.696969696969695,466.850272074006,102.87118924436982
20.101010101010104,466.9142890792367,104.75758382107188
20.505050505050505,466.9739506391219,106.64422814019827
20.90909090909091,467.0295770123747,108.53110526167075
21.313131313131315,467.08145849548595,110.41819947766862
21.71717171717172,467.1298587230032,112.30549619838257
22.12121212121212,467.17501755157696,114.19298185025582
22.525252525252526,467.21715358667615,116.08064378511608
22.92929292929293,467.25646640166525,117.96847019889947
23.333333333333332,467.29313849129716,119.85645005877996
23.737373737373737,467.32733699532264,121.7445730377176
24.141414141414142,467.3592152226057,123.63282945556239
24.545454545454547,467.38891400169507,125.52121022595065
24.949494949494948,467.4165628800629,127.40970680835608
25.35353535353535,467.44228119107726,129.2983111647004
25.757575757575758,467.4661790051155,131.18701572004557
26.161616161616163,467.4883579789706,133.07581332691598
26.56565656565657,467.50891211578966,134.96469723286555
26.969696969696972,467.5279284461498,136.85366105095636
27.373737373737374,467.54548763948617,138.7426987328431
27.77777777777778,467.56166455388916,140.63180454420217
28.181818181818187,467.5765287312714,142.5209730422689
28.58585858585859,467.5901448440156,144.41019905527537
28.98989898989899,467.6025730984624,146.2994776636051
29.393939393939394,467.61386959993706,148.1888041824991
29.7979797979798,467.62408668344875,150.07817414616056
30.2020202020202,467.63327321369917,151.9675832931439
30.606060606060602,467.64147485761566,153.85702755288685
31.01010101010101,467.64873433224375,155.74650303330145
31.414141414141415,467.65509163051354,157.6360060093191
31.818181818181817,467.66058422710734,159.52553291230333
32.22222222222222,467.66524726640836,161.41508032026468
32.62626262626262,467.66911373428934,163.30464494879334
33.03030303030303,467.6722146153109,165.19422364266325
33.43434343434344,467.67457903672687,167.08381336803882
33.83838383838384,467.6762344005486,168.97341120524356
34.24242424242424,467.6772065047848,170.86301434203665
34.64646464646465,467.6775196548592,172.7526200673592
35.05050505050505,467.67719676610625,174.6422257655163
35.45454545454545,467.67625945814933,176.53182891075016
35.858585858585855,467.6747281418906,178.42142706218715
36.26262626262626,467.6726220997645,180.31101785911483
36.66666666666667,467.6699595598442,182.200599016576
37.07070707070707,467.6667577643345,184.09016832124848
37.474747474747474,467.66303303293046,185.97972362759106
37.878787878787875,467.6588008214781,187.86926285423783
38.282828282828284,467.65407577633016,189.75878398061536
38.68686868686869,467.6488717847537,191.64828504377988
39.090909090909086,467.64320202171615,193.53776413544279
39.494949494949495,467.63707899334133,195.42721939918238
39.8989898989899,467.63051457730506,197.3166490278229
40.303030303030305,467.6235200604141,199.20605126097553
40.707070707070706,467.6161061735904,201.09542438271797
41.11111111111111,467.6082831244629,202.98476671942058
41.515151515151516,467.6000606277536,204.8740766376875
41.919191919191924,467.5914479336244,206.76335254242895
42.32323232323232,467.5824538541423,208.65259287503477
42.72727272727273,467.5730867880016,210.5417961116559
43.131313131313135,467.5633547436363,212.43096076158258
43.535353535353536,467.55326536083754,214.3200853657097
43.939393939393945,467.5428259309894,216.20916849508967
44.34343434343434,467.53204341601963,218.09820874956358
44.74747474747475,467.5209244661606,219.98720475646473
45.151515151515156,467.5094754366028,221.8761551693974
45.55555555555556,467.49770240312114,223.76505866707043
45.95959595959596,467.48561117674376,225.65391395220445
46.36363636363636,467.47320731753103,227.5427197504855
46.76767676767677,467.46049614752684,229.43147480958032
47.17171717171718,467.4474827629349,231.3201778981993
47.57575757575757,467.4341720455782,233.20882780520583
47.97979797979798,467.4205686736834,235.09742333877193
48.38383838383839,467.4066771320398,236.98596332558077
48.78787878787879,467.39250172157216,238.87444661005725
49.1919191919192,467.3780465683648,240.7628720536511
49.59595959595959,467.3633156321754,242.65123853414138
50.0,467.3483127144676,244.53954494498612
