Stock_Price,Call_Delta,Put_Delta,Call_Price,Put_Price
3255.6800781250004,0.0016479110069780433,-0.998352088993022,0.11088470439350218,793.7336890711204
3272.1229068023995,0.002052383695362659,-0.9979476163046374,0.14119863709617952,777.3211743264242
3288.565735479798,0.0025422759369094785,-0.9974577240630905,0.17884655674447636,760.9159935686735
3305.0085641571973,0.0031323036261430995,-0.9968676963738569,0.22535155495908832,744.5196698894893
3321.4513928345964,0.003839009952672929,-0.996160990047327,0.28249357818583753,728.1339832353169
3337.894221511995,0.004680858556796098,-0.9953191414432039,0.3523402631108752,711.7610012428431
3354.337050189394,0.005678307158548486,-0.9943216928414516,0.43727914952813407,695.4031114518616
3370.7798788667933,0.0068538570605729855,-0.993146142939427,0.5400509118605363,679.0630545367944
3387.2227075441924,0.008232073927111108,-0.9917679260728889,0.6637831747362561,662.7439581222711
3403.665536221591,0.009839575385798176,-0.9901604246142018,0.8120244034040169,646.4493706735407
3420.10836489899,0.011704981297399455,-0.9882950187026005,0.9887772887837798,630.1832948815209
3436.5511935763893,0.013858822998001846,-0.9861411770019981,1.1985309821857086,613.9502198975242
3452.994022253788,0.016333408439759757,-0.9836665915602403,1.4462914788535173,597.7551517167931
3469.436850931187,0.019162640935251336,-0.9808373590647487,1.7376094051429192,581.6036409656831
3485.8796796085862,0.02238179013556956,-0.9776182098644305,2.0786044338226333,565.5018073169635
3502.322508285985,0.026027214925728074,-0.9739727850742719,2.4759855379623588,549.4563597437045
3518.765336963384,0.03013603907884312,-0.9698639609211569,2.9370662980664406,533.4746118264097
3535.208165640783,0.03474578174325219,-0.9652542182567478,3.469774500996479,517.5644913519409
3551.650994318182,0.039893946109811,-0.960106053890189,4.082655313776598,501.7345434873223
3568.093822995581,0.04561757088190166,-0.9543824291180983,4.784867380913596,485.99392687705995
3584.53665167298,0.051952750407634654,-0.9480472495923653,5.586171280126848,470.35240209887434
3600.979480350379,0.05893413049087412,-0.9410658695091259,6.496909877381967,454.8203120187304
3617.422309027778,0.0665943879342533,-0.9334056120657467,7.527980246202532,439.4085537101523
3633.865137705177,0.07496370274482626,-0.9250362972551738,8.690796956115946,424.12854174266613
3650.307966382576,0.0840692326167784,-0.9159307673832215,9.997246687841312,408.9921627969925
3666.7507950599747,0.09393459976647256,-0.9060654002335274,11.459634295017963,394.0117217267707
3683.193623737374,0.10457940041033176,-0.8954205995896682,13.090620600076363,379.19987935442987
3699.636452414773,0.11601874713064086,-0.8839812528693591,14.903152381027382,364.56958245798205
3716.079281092172,0.12826285406160004,-0.8717371459384,16.91038517221847,350.1339865717732
3732.5221097695708,0.14131667424989708,-0.858683325750103,19.125599661010256,335.9063723831664
3748.96493844697,0.15517959771155232,-0.8448204022884477,21.562112609645737,321.90005665440367
3765.4077671243685,0.16984521763906546,-0.8301547823609345,24.23318336322393,308.1282987305826
3781.8505958017677,0.1853011709371254,-0.8146988290628746,27.151917117031758,294.60420380699134
3798.293424479167,0.20152905781522107,-0.7984709421847789,30.33116620636497,281.3406242189262
3814.736253156566,0.2185044435811167,-0.7814955564188832,33.78343074686552,268.35006008202754
3831.1790818339646,0.23619694410406045,-0.7638030558959396,37.52075999137901,255.64456064914202
3847.6219105113637,0.2545703946973484,-0.7454296053026517,41.55465577942857,243.2356277597919
3864.064739188763,0.27358310045388745,-0.7264168995461125,45.89597943710669,231.13412274007078
3880.5075678661615,0.29318816440260853,-0.7068118355973915,50.5548634390675,219.35017806463293
3896.9503965435606,0.3133338882825533,-0.6866661117174466,55.5406290715182,207.8931150196854
3913.3932252209597,0.333964239296192,-0.666035760703808,60.86171123751501,196.7713685082831
3929.836053898359,0.35501937494003544,-0.6449806250599646,66.52559142609311,185.9924200194614
3946.2788825757575,0.3764362169488563,-0.6235637830511437,72.53873972779479,175.56273964376442
3962.7217112531566,0.39814906455304533,-0.6018509354469547,78.90656662457172,165.48773786314268
3979.1645399305553,0.42009023665269274,-0.5799097633473073,85.63338511565735,155.77172767682896
3995.6073686079544,0.44219073216522636,-0.5578092678347737,92.72238356685557,146.41789745062806
4012.0501972853535,0.464380897706621,-0.535619102293379,100.17560949292192,137.42829469929575
4028.4930259627527,0.48659109191303823,-0.5134089080869617,107.99396430533875,128.80382083431323
4044.935854640152,0.5087523360870954,-0.49124766391290464,116.1772088847681,120.54423673634369
4061.3786833175504,0.5307969414419311,-0.4692030585580689,124.7239796724134,112.64817884659033
4077.8215119949496,0.5526591039928133,-0.44734089600718674,133.63181482071968,105.11318531749703
4094.264340672348,0.574275459082262,-0.42572454091773804,142.89718980418638,97.93573162356552
